z,potential
1.190734433890865596e+01,-1.000253506114368252e+00
1.197951006217476966e+01,-1.000298454065094766e+00
1.205167578544088336e+01,-1.000341524720466557e+00
1.212384150870699528e+01,-1.000379851587195335e+00
1.219600723197310899e+01,-1.000410786300235833e+00
1.226817295523922269e+01,-1.000432093415524193e+00
1.234033867850533639e+01,-1.000442033732545477e+00
1.241250440177144654e+01,-1.000438957760708458e+00
1.248467012503756024e+01,-1.000422791991840921e+00
1.255683584830367394e+01,-1.000393700618392945e+00
1.262900157156978764e+01,-1.000353668377172323e+00
1.270116729483589957e+01,-1.000305074833601982e+00
1.277333301810201327e+01,-1.000250893835731514e+00
1.284549874136812697e+01,-1.000197497569195404e+00
1.291766446463423890e+01,-1.000147971696188742e+00
1.298983018790035260e+01,-1.000107620825165577e+00
1.306199591116646630e+01,-1.000078314123783230e+00
1.313416163443258000e+01,-1.000062071445888989e+00
1.320632735769869193e+01,-1.000053196339151906e+00
1.327849308096480385e+01,-1.000049160708577300e+00
1.335065880423091755e+01,-1.000042106786516394e+00
1.342282452749703126e+01,-1.000026824843968098e+00
1.349499025076314318e+01,-9.999973902801857495e-01
1.356715597402925688e+01,-9.999514918046975565e-01
1.363932169729537058e+01,-9.998873913488469656e-01
1.371148742056148429e+01,-9.998038040215171396e-01
1.378365314382759621e+01,-9.997040094842430946e-01
1.385581886709370991e+01,-9.995898640636655674e-01
1.392798459035982361e+01,-9.994660300057588431e-01
1.400015031362593554e+01,-9.993374810993554958e-01
1.407231603689204746e+01,-9.992109629368187695e-01
1.414448176015816117e+01,-9.990912497008807014e-01
1.421664748342427487e+01,-9.989840238853499033e-01
1.428881320669038679e+01,-9.988951385559927676e-01
1.436097892995650049e+01,-9.988277429419586406e-01
1.443314465322261420e+01,-9.987847765056870886e-01
1.450531037648872790e+01,-9.987678343909236478e-01
1.457747609975483982e+01,-9.987768580579987621e-01
1.464964182302095352e+01,-9.988105397020289322e-01
1.472180754628706723e+01,-9.988662331684429185e-01
1.479397326955318093e+01,-9.989404039311690076e-01
1.486613899281929108e+01,-9.990278256602901363e-01
1.493830471608540478e+01,-9.991229246367493433e-01
1.501047043935151848e+01,-9.992201969313235788e-01
1.508263616261763040e+01,-9.993146120293332491e-01
1.515480188588374411e+01,-9.994019115459572555e-01
1.522696760914985781e+01,-9.994777924210767051e-01
1.529913333241597151e+01,-9.995420572594347908e-01
1.537129905568208343e+01,-9.995936484212846196e-01
1.544346477894819714e+01,-9.996337901878317167e-01
1.551563050221431084e+01,-9.996614319202296040e-01
1.558779622548042454e+01,-9.996753791049376447e-01
1.565996194874653469e+01,-9.996739203427651432e-01
1.573212767201264839e+01,-9.996604627052733116e-01
1.580429339527876209e+01,-9.996405647428091568e-01
1.587645911854487579e+01,-9.996227836284409252e-01
1.594862484181098772e+01,-9.996169034588552327e-01
1.602079056507710320e+01,-9.996285290717704664e-01
1.609295628834321334e+01,-9.996601138576699519e-01
1.616512201160932705e+01,-9.997074532522342016e-01
1.623728773487544075e+01,-9.997633810177147806e-01
1.630945345814155445e+01,-9.998199161353827913e-01
1.638161918140766815e+01,-9.998711526974495278e-01
1.645378490467377830e+01,-9.999108345166668466e-01
1.652595062793989200e+01,-9.999356717670843109e-01
1.659811635120600570e+01,-9.999442529287897452e-01
1.667028207447211940e+01,-9.999353117336461372e-01
1.674244779773823311e+01,-9.999100701721109763e-01
1.681461352100434681e+01,-9.998702233722388533e-01
1.688677924427045696e+01,-9.998182238638585462e-01
1.695894496753657066e+01,-9.997569761884406159e-01
1.703111069080268436e+01,-9.996899485238426308e-01
1.710327641406879806e+01,-9.996206168982881834e-01
1.717544213733490821e+01,-9.995527115165940835e-01
1.724760786060102546e+01,-9.994892808855934119e-01
1.731977358386713561e+01,-9.994333419877718949e-01
1.739193930713324932e+01,-9.993867615774404412e-01
1.746410503039936302e+01,-9.993496387108842249e-01
1.753627075366547672e+01,-9.993191094846219924e-01
1.760843647693159042e+01,-9.992910344622834007e-01
1.768060220019770057e+01,-9.992574483576008859e-01
1.775276792346381427e+01,-9.992104652842226375e-01
1.782493364672992797e+01,-9.991457986978761197e-01
1.789709936999604167e+01,-9.990659351145283473e-01
1.796926509326215182e+01,-9.989801664151399807e-01
1.804143081652826908e+01,-9.989065476569054525e-01
1.811359653979437923e+01,-9.988580844292755945e-01
1.818576226306049648e+01,-9.988389755589065500e-01
1.825792798632660663e+01,-9.988349158848662812e-01
1.833009370959272033e+01,-9.988246690948324735e-01
1.840225943285883403e+01,-9.987818413005932205e-01
1.847442515612494418e+01,-9.986903454218160059e-01
1.854659087939105788e+01,-9.985447555558543131e-01
1.861875660265717158e+01,-9.983535154009324231e-01
